;"        Neue Länder ohne Berlin-Ost";"11.135";"88,6";"81,3";
"        2017";"        Deutschland";"68.408";"82,8";"89,5";
;"          Baden-Württemberg";"7.559";"68,8";"78,5";
;"          Bayern";"10.568";"81,5";"93,9";
;"          Berlin";"2.962";"82,4";"100,8";
;"          Brandenburg";"2.153";"86,1";"85,6";
;"          Bremen";"730";"107,4";"115,5";
;"          Hamburg";"1.152";"63,3";"78,5";
;"          Hessen";"5.239";"84,1";"94,7";
;"          Mecklenburg-Vorpommern";"1.266";"78,6";"78,0";
;"          Niedersachsen";"7.148";"89,9";"95,3";
;"          Nordrhein-Westfalen";"15.866";"88,6";"96,6";
;"          Rheinland-Pfalz";"3.422";"84,1";"89,1";
;"          Saarland";"758";"76,1";"74,4";
;"          Sachsen";"3.121";"76,5";"68,7";
;"          Sachsen-Anhalt";"1.782";"79,9";"72,7";
;"          Schleswig-Holstein";"2.527";"87,6";"91,4";
;"          Thüringen";"2.155";"100,0";"95,7";
;"        Früheres Bundesgebiet und Berlin-Ost";"57.931";"82,7";"92,0";
;"        Neue Länder ohne Berlin-Ost";"10.477";"83,3";"78,2";
"        2016";"        Deutschland";"64.414";"78,2";"85,8";
;"          Baden-Württemberg";"6.661";"61,0";"70,8";
;"          Bayern";"9.005";"69,9";"81,9";
;"          Berlin";"2.968";"83,7";"103,7";
;"          Brandenburg";"2.095";"84,1";"85,1";
;"          Bremen";"707";"104,7";"114,5";
;"          Hamburg";"997";"55,4";"67,6";
;"          Hessen";"4.636";"74,8";"85,3";
;"          Mecklenburg-Vorpommern";"1.224";"76,0";"76,8";
;"          Niedersachsen";"6.955";"87,6";"93,9";
;"          Nordrhein-Westfalen";"16.583";"92,8";"102,8";
;"          Rheinland-Pfalz";"3.216";"79,2";"85,2";
;"          Saarland";"694";"69,7";"68,3";
;"          Sachsen";"2.702";"66,2";"59,9";
;"          Sachsen-Anhalt";"1.586";"70,8";"65,6";
;"          Schleswig-Holstein";"2.329";"81,1";"85,7";
;"          Thüringen";"2.056";"95,0";"92,1";
;"        Früheres Bundesgebiet und Berlin-Ost";"54.751";"78,5";"88,5";
;"        Neue Länder ohne Berlin-Ost";"9.663";"76,8";"73,0";
"        2015";"        Deutschland";"68.300";"83,6";"93,3";
;"          Baden-Württemberg";"7.033";"65,1";"76,6";
;"          Bayern";"9.514";"74,5";"88,2";
;"          Berlin";"3.169";"90,7";"114,4";
;"          Brandenburg";"2.196";"88,9";"92,6";
;"          Bremen";"689";"103,3";"112,9";
;"          Hamburg";"1.071";"60,3";"75,0";
;"          Hessen";"5.065";"82,6";"95,3";
;"          Mecklenburg-Vorpommern";"1.184";"73,7";"77,3";
;"          Niedersachsen";"7.141";"90,7";"99,1";
;"          Nordrhein-Westfalen";"17.460";"98,4";"110,6";
;"          Rheinland-Pfalz";"3.298";"81,8";"89,2";
;"          Saarland";"831";"83,7";"84,1";
;"          Sachsen";"2.830";"69,5";"64,5";
;"          Sachsen-Anhalt";"1.739";"77,6";"73,1";
;"          Schleswig-Holstein";"2.804";"98,6";"106,9";
;"          Thüringen";"2.276";"105,2";"105,0";
;"        Früheres Bundesgebiet und Berlin-Ost";"58.075";"84,0";"96,1";
;"        Neue Länder ohne Berlin-Ost";"10.225";"81,5";"79,5";
"          2014";"        Deutschland";"58.604";"72,4";"82,0";
;"          Baden-Württemberg";"5.689";"53,3";"63,5";
;"          Bayern";"8.082";"63,9";"76,9";
;"          Berlin";"2.549";"74,0";"95,1";
;"          Brandenburg";"1.916";"78,1";"84,1";
;"          Bremen";"571";"86,6";"94,6";
;"          Hamburg";"938";"53,5";"66,3";
;"          Hessen";"4.043";"66,6";"77,8";
;"          Mecklenburg-Vorpommern";"937";"58,6";"62,6";
;"          Niedersachsen";"6.115";"78,3";"86,4";
;"          Nordrhein-Westfalen";"16.264";"92,4";"105,5";
;"          Rheinland-Pfalz";"2.739";"68,4";"76,1";
;"          Saarland";"716";"72,3";"74,3";
;"          Sachsen";"2.373";"58,6";"55,3";
;"          Sachsen-Anhalt";"1.452";"64,8";"62,2";
;"          Schleswig-Holstein";"2.332";"82,6";"91,2";
;"          Thüringen";"1.888";"87,5";"89,1";
;"        Früheres Bundesgebiet und Berlin-Ost";"50.038";"73,1";"84,8";
;"        Neue Länder ohne Berlin-Ost";"8.566";"68,5";"68,3";
"          2013";"        Deutschland";"64.918";"80,5";"93,3";
;"          Baden-Württemberg";"6.049";"57,1";"69,7";
;"          Bayern";"8.376";"66,7";"82,0";
;"          Berlin";"2.713";"79,8";"104,0";
;"          Brandenburg";"2.265";"92,5";"103,9";
;"          Bremen";"709";"108,1";"121,7";
;"          Hamburg";"1.107";"63,6";"79,5";
;"          Hessen";"4.592";"76,1";"90,5";
;"          Mecklenburg-Vorpommern";"1.209";"75,6";"84,4";
;"          Niedersachsen";"6.977";"89,6";"101,3";
;"          Nordrhein-Westfalen";"17.693";"100,7";"117,5";
;"          Rheinland-Pfalz";"2.971";"74,4";"84,0";
;"          Saarland";"774";"78,0";"81,7";
;"          Sachsen";"2.868";"70,8";"68,6";
;"          Sachsen-Anhalt";"1.676";"74,4";"74,1";
;"          Schleswig-Holstein";"3.008";"107,0";"120,7";
;"          Thüringen";"1.931";"89,2";"94,1";
;"        Früheres Bundesgebiet und Berlin-Ost";"54.969";"80,7";"95,6";
;"        Neue Länder ohne Berlin-Ost";"9.949";"79,5";"82,1";
"          2012";"        Deutschland";"60.454";"75,2";"88,9";
;"          Baden-Württemberg";"5.978";"56,7";"70,6";
;"          Bayern";"8.275";"66,3";"82,8";
;"          Berlin";"2.450";"73,1";"96,0";
;"          Brandenburg";"1.963";"80,1";"92,7";
;"          Bremen";"560";"85,7";"95,1";
;"          Hamburg";"1.029";"59,6";"75,5";
;"          Hessen";"4.467";"74,4";"90,4";
;"          Mecklenburg-Vorpommern";"1.294";"80,7";"93,8";
;"          Niedersachsen";"6.196";"79,7";"91,9";
;"          Nordrhein-Westfalen";"16.398";"93,4";"111,4";
;"          Rheinland-Pfalz";"2.786";"69,8";"80,9";
;"          Saarland";"690";"69,3";"74,3";
;"          Sachsen";"2.467";"60,9";"60,3";
;"          Sachsen-Anhalt";"1.442";"63,6";"65,9";
;"          Schleswig-Holstein";"2.636";"94,0";"107,3";
;"          Thüringen";"1.823";"83,8";"90,3";
;"        Früheres Bundesgebiet und Berlin-Ost";"51.465";"75,8";"91,5";
;"        Neue Länder ohne Berlin-Ost";"8.989";"71,6";"76,1";
"          2011";"        Deutschland";"60.019";"74,8";"90,2";
;"          Baden-Württemberg";"5.866";"55,9";"71,0";
;"          Bayern";"8.404";"67,7";"86,0";
;"          Berlin";"2.493";"75,5";"101,5";
;"          Brandenburg";"2.003";"81,5";"97,5";
;"          Bremen";"610";"93,6";"106,5";
;"          Hamburg";"882";"51,5";"65,3";
;"          Hessen";"4.410";"73,7";"90,6";
;"          Mecklenburg-Vorpommern";"1.302";"80,8";"97,9";
;"          Niedersachsen";"6.146";"79,0";"93,4";
;"          Nordrhein-Westfalen";"16.102";"91,8";"111,5";
;"          Rheinland-Pfalz";"2.762";"69,2";"81,9";
;"          Saarland";"708";"70,8";"75,7";
;"          Sachsen";"2.539";"62,5";"63,3";
;"          Sachsen-Anhalt";"1.406";"61,5";"64,7";
;"          Schleswig-Holstein";"2.571";"91,8";"107,4";
;"          Thüringen";"1.815";"82,9";"92,6";
;"        Früheres Bundesgebiet und Berlin-Ost";"50.954";"75,3";"92,6";
;"        Neue Länder ohne Berlin-Ost";"9.065";"71,9";"78,5";
"        2010";"        Deutschland";"60.515";"74,0";"90,8";
;"          Baden-Württemberg";"6.391";"59,5";"76,4";
;"          Bayern";"8.444";"67,4";"87,3";
;"          Berlin";"2.369";"68,7";"93,9";
;"          Brandenburg";"1.887";"75,3";"94,8";
;"          Bremen";"680";"103,0";"116,8";
;"          Hamburg";"970";"54,5";"70,0";
;"          Hessen";"4.242";"70,0";"85,8";
;"          Mecklenburg-Vorpommern";"1.262";"76,7";"96,9";
;"          Niedersachsen";"6.031";"76,1";"91,1";
;"          Nordrhein-Westfalen";"15.956";"89,4";"110,9";
;"          Rheinland-Pfalz";"3.334";"83,2";"97,9";
;"          Saarland";"637";"62,5";"69,3";
;"          Sachsen";"2.539";"61,1";"64,2";
;"          Sachsen-Anhalt";"1.431";"61,0";"65,5";
;"          Schleswig-Holstein";"2.611";"92,2";"108,3";
;"          Thüringen";"1.731";"77,2";"88,4";
;"        Früheres Bundesgebiet und Berlin-Ost";"51.665";"75,0";"93,5";
;"        Neue Länder ohne Berlin-Ost";"8.850";"68,6";"77,6";
"          2009";"        Deutschland";"63.304";"77,3";"98,2";
;"          Baden-Württemberg";"6.736";"62,7";"83,3";
;"          Bayern";"9.403";"75,2";"100,6";
;"          Berlin";"2.449";"71,3";"100,2";
;"          Brandenburg";"1.892";"75,2";"97,5";
;"          Bremen";"697";"105,5";"121,6";
;"          Hamburg";"920";"51,7";"68,4";
;"          Hessen";"4.341";"71,6";"90,4";
;"          Mecklenburg-Vorpommern";"1.251";"75,5";"99,7";
;"          Niedersachsen";"6.970";"87,8";"109,3";
;"          Nordrhein-Westfalen";"15.656";"87,5";"111,9";
;"          Rheinland-Pfalz";"3.519";"87,6";"106,6";
;"          Saarland";"754";"73,5";"85,9";
;"          Sachsen";"2.712";"64,9";"71,2";
;"          Sachsen-Anhalt";"1.550";"65,5";"74,0";
;"          Schleswig-Holstein";"2.657";"93,8";"113,8";
;"          Thüringen";"1.797";"79,6";"96,2";
;"        Früheres Bundesgebiet und Berlin-Ost";"54.102";"78,5";"101,1";
;"        Neue Länder ohne Berlin-Ost";"9.202";"70,9";"83,8";
"          2008";"        Deutschland";"59.049";"71,9";"93,7";
;"          Baden-Württemberg";"6.288";"58,5";"79,8";
;"          Bayern";"9.355";"74,7";"102,8";
;"          Berlin";"2.346";"68,5";"97,0";
;"          Brandenburg";"1.862";"73,6";"99,8";
;"          Bremen";"612";"92,4";"108,0";
;"          Hamburg";"1.013";"57,2";"76,3";
;"          Hessen";"3.971";"65,4";"84,6";
;"          Mecklenburg-Vorpommern";"1.227";"73,4";"100,0";
;"          Niedersachsen";"6.428";"80,7";"102,8";
;"          Nordrhein-Westfalen";"14.165";"78,8";"103,3";
;"          Rheinland-Pfalz";"3.171";"78,5";"98,2";
;"          Saarland";"635";"61,4";"72,5";
;"          Sachsen";"2.418";"57,5";"64,9";
;"          Sachsen-Anhalt";"1.488";"62,1";"73,5";
;"          Schleswig-Holstein";"2.478";"87,4";"108,3";
;"          Thüringen";"1.592";"69,9";"88,2";
;"        Früheres Bundesgebiet und Berlin-Ost";"50.462";"73,1";"96,3";
;"        Neue Länder ohne Berlin-Ost";"8.587";"65,6";"80,6";
"          2007";"        Deutschland";"57.956";"70,5";"93,3";
;"          Baden-Württemberg";"5.965";"55,5";"77,0";
;"          Bayern";"9.175";"73,4";"102,9";
;"          Berlin";"2.392";"70,2";"99,6";
;"          Brandenburg";"1.912";"75,2";"105,4";
;"          Bremen";"596";"89,8";"106,2";
;"          Hamburg";"1.041";"59,1";"78,1";
;"          Hessen";"3.836";"63,2";"83,2";
;"          Mecklenburg-Vorpommern";"1.239";"73,5";"105,5";
;"          Niedersachsen";"5.857";"73,4";"94,9";
;"          Nordrhein-Westfalen";"14.563";"80,9";"106,9";
;"          Rheinland-Pfalz";"3.191";"78,8";"101,5";
;"          Saarland";"705";"67,8";"81,2";
;"          Sachsen";"2.554";"60,3";"69,3";
;"          Sachsen-Anhalt";"1.186";"48,9";"60,4";
;"          Schleswig-Holstein";"2.238";"78,9";"98,6";
;"          Thüringen";"1.506";"65,5";"83,7";
;"        Früheres Bundesgebiet und Berlin-Ost";"49.559";"71,7";"95,9";
;"        Neue Länder ohne Berlin-Ost";"8.397";"63,7";"80,3";
"          2006";"        Deutschland";"54.888";"66,6";"90,0";
;"          Baden-Württemberg";"5.686";"53,0";"74,8";
;"          Bayern";"8.011";"64,2";"90,9";
;"          Berlin";"2.293";"67,4";"96,3";
;"          Brandenburg";"1.850";"72,5";"107,3";
;"          Bremen";"607";"91,4";"108,6";
;"          Hamburg";"963";"55,1";"73,5";
;"          Hessen";"3.477";"57,2";"76,4";
;"          Mecklenburg-Vorpommern";"1.033";"60,8";"90,3";
;"          Niedersachsen";"5.503";"68,9";"90,9";
;"          Nordrhein-Westfalen";"14.441";"80,0";"108,2";
;"          Rheinland-Pfalz";"3.317";"81,8";"107,9";
;"          Saarland";"669";"63,9";"79,4";
;"          Sachsen";"2.414";"56,6";"67,0";
;"          Sachsen-Anhalt";"1.012";"41,2";"51,7";
;"          Schleswig-Holstein";"2.192";"77,4";"99,4";
;"          Thüringen";"1.420";"61,1";"80,4";
;"        Früheres Bundesgebiet und Berlin-Ost";"47.159";"68,3";"92,9";
;"        Neue Länder ohne Berlin-Ost";"7.729";"58,1";"75,9";
"        2005";"        Deutschland";"57.742";"70,0";"96,9";
;"          Baden-Württemberg";"5.963";"55,6";"80,3";
;"          Bayern";"8.622";"69,2";"100,4";
;"          Berlin";"2.141";"63,1";"91,4";
;"          Brandenburg";"1.751";"68,3";"103,7";
;"          Bremen";"702";"105,9";"127,0";
;"          Hamburg";"1.034";"59,4";"78,8";
;"          Hessen";"3.880";"63,7";"87,6";
;"          Mecklenburg-Vorpommern";"1.089";"63,6";"99,9";
;"          Niedersachsen";"5.985";"74,8";"101,4";
;"          Nordrhein-Westfalen";"14.837";"82,1";"113,9";
;"          Rheinland-Pfalz";"3.836";"94,5";"126,5";
;"          Saarland";"764";"72,6";"93,1";
;"          Sachsen";"2.397";"56,0";"67,5";
;"          Sachsen-Anhalt";"1.086";"43,7";"56,6";
;"          Schleswig-Holstein";"2.244";"79,3";"103,3";
;"          Thüringen";"1.411";"60,2";"81,5";
;"        Früheres Bundesgebiet und Berlin-Ost";"50.008";"72,4";"100,7";
;"        Neue Länder ohne Berlin-Ost";"7.734";"57,8";"77,5";
"          2004";"        Deutschland";"52.500";"63,6";"90,2";
;"          Baden-Württemberg";"5.235";"48,9";"72,6";
;"          Bayern";"7.503";"60,4";"88,7";
;"          Berlin";"1.981";"58,5";"87,0";
;"          Brandenburg";"1.528";"59,5";"93,5";
;"          Bremen";"588";"88,7";"108,9";
;"          Hamburg";"1.310";"75,5";"101,5";
;"          Hessen";"3.499";"57,5";"80,7";
;"          Mecklenburg-Vorpommern";"956";"55,4";"89,8";
;"          Niedersachsen";"5.770";"72,1";"100,5";
;"          Nordrhein-Westfalen";"13.868";"76,7";"108,2";
;"          Rheinland-Pfalz";"3.456";"85,1";"117,6";
;"          Saarland";"577";"54,5";"71,0";
;"          Sachsen";"2.154";"50,0";"62,2";
;"          Sachsen-Anhalt";"957";"38,1";"50,6";
;"          Schleswig-Holstein";"1.968";"69,6";"94,1";
;"          Thüringen";"1.150";"48,6";"68,2";
;"        Früheres Bundesgebiet und Berlin-Ost";"45.755";"66,3";"94,3";
;"        Neue Länder ohne Berlin-Ost";"6.745";"50,0";"69,3";
"          2003";"        Deutschland";"58.014";"70,3";"102,1";
;"          Baden-Württemberg";"6.041";"56,6";"87,1";
;"          Bayern";"8.132";"65,6";"99,0";
;"          Berlin";"2.303";"67,9";"102,2";
;"          Brandenburg";"1.767";"68,6";"113,9";
;"          Bremen";"624";"94,2";"116,4";
;"          Hamburg";"1.269";"73,2";"100,0";
;"          Hessen";"3.832";"62,9";"91,1";
;"          Mecklenburg-Vorpommern";"1.107";"63,7";"106,1";
;"          Niedersachsen";"6.238";"78,1";"110,8";
;"          Nordrhein-Westfalen";"15.132";"83,7";"120,1";
;"          Rheinland-Pfalz";"3.695";"91,1";"128,0";
;"          Saarland";"722";"67,9";"87,7";
;"          Sachsen";"2.675";"61,7";"79,0";
;"          Sachsen-Anhalt";"1.008";"39,8";"54,9";
;"          Schleswig-Holstein";"2.117";"75,1";"103,2";
;"          Thüringen";"1.352";"56,7";"83,3";
;"        Früheres Bundesgebiet und Berlin-Ost";"50.105";"72,7";"105,6";
;"        Neue Länder ohne Berlin-Ost";"7.909";"58,3";"84,0";
"          2002";"        Deutschland";"53.646";"65,0";"94,9";
;"          Baden-Württemberg";"5.075";"47,7";"73,2";
;"          Bayern";"7.355";"59,5";"89,9";
;"          Berlin";"2.204";"65,0";"98,2";
;"          Brandenburg";"1.532";"59,2";"97,9";
;"          Bremen";"582";"88,2";"109,7";
;"          Hamburg";"1.187";"68,7";"93,3";
;"          Hessen";"3.428";"56,3";"81,4";
;"          Mecklenburg-Vorpommern";"981";"56,0";"99,1";
;"          Niedersachsen";"5.817";"73,0";"103,9";
;"          Nordrhein-Westfalen";"14.860";"82,3";"119,0";
;"          Rheinland-Pfalz";"3.333";"82,3";"116,6";
;"          Saarland";"639";"60,0";"80,3";
;"          Sachsen";"2.356";"54,0";"69,9";
;"          Sachsen-Anhalt";"1.088";"42,4";"59,6";
;"          Schleswig-Holstein";"1.903";"67,7";"93,1";
;"          Thüringen";"1.306";"54,4";"81,7";
;"        Früheres Bundesgebiet und Berlin-Ost";"46.383";"67,4";"98,2";
;"        Neue Länder ohne Berlin-Ost";"7.263";"53,1";"77,7";
"          2001";"        Deutschland";"48.535";"58,9";"86,8";
;"          Baden-Württemberg";"4.799";"45,4";"70,8";
;"          Bayern";"6.905";"56,2";"84,7";
;"          Berlin";"2.150";"63,5";"96,2";
;"          Brandenburg";"1.301";"50,1";"83,8";
;"          Bremen";"455";"68,9";"83,1";
;"          Hamburg";"1.143";"66,4";"89,6";
;"          Hessen";"3.061";"50,4";"73,5";
;"          Mecklenburg-Vorpommern";"902";"51,0";"90,8";
;"          Niedersachsen";"5.459";"68,8";"99,5";
;"          Nordrhein-Westfalen";"12.159";"67,4";"98,7";
;"          Rheinland-Pfalz";"2.966";"73,4";"104,6";
;"          Saarland";"590";"55,3";"75,9";
;"          Sachsen";"2.265";"51,4";"67,3";
;"          Sachsen-Anhalt";"1.258";"48,4";"69,2";
;"          Schleswig-Holstein";"1.933";"69,1";"96,0";
;"          Thüringen";"1.189";"49,1";"74,4";
;"        Früheres Bundesgebiet und Berlin-Ost";"41.620";"60,7";"89,3";
;"        Neue Länder ohne Berlin-Ost";"6.915";"50,2";"74,1";
"        2000";"        Deutschland";"51.806";"63,0";"94,8";
;"          Baden-Württemberg";"5.805";"55,3";"87,2";
;"          Bayern";"7.240";"59,4";"91,4";
;"          Berlin";"2.114";"62,5";"95,4";
;"          Brandenburg";"1.336";"51,4";"89,4";
;"          Bremen";"545";"82,4";"106,3";
;"          Hamburg";"1.291";"75,5";"101,5";
;"          Hessen";"3.313";"54,7";"80,7";
;"          Mecklenburg-Vorpommern";"970";"54,4";"99,6";
;"          Niedersachsen";"5.756";"72,8";"106,8";
;"          Nordrhein-Westfalen";"12.637";"70,2";"105,0";
;"          Rheinland-Pfalz";"2.936";"72,8";"106,0";
;"          Saarland";"1.017";"95,1";"137,3";
;"          Sachsen";"2.365";"53,2";"73,0";
;"          Sachsen-Anhalt";"1.347";"51,2";"75,7";
;"          Schleswig-Holstein";"1.812";"65,1";"91,3";
;"          Thüringen";"1.322";"54,2";"85,1";
;"        Früheres Bundesgebiet und Berlin-Ost";"44.466";"65,1";"97,5";
;"        Neue Länder ohne Berlin-Ost";"7.340";"52,8";"81,2";
"        1999";"        Deutschland";"51.505";"62,7";"96,4";
;"          Baden-Württemberg";"5.993";"57,4";"93,0";
;"          Bayern";"7.673";"63,3";"99,9";
;"          Berlin";"2.312";"68,1";"105,3";
;"          Brandenburg";"1.352";"52,1";"92,6";
;"          Bremen";"670";"100,6";"129,6";
;"          Hamburg";"1.339";"78,7";"107,9";
;"          Hessen";"3.523";"58,3";"87,2";
;"          Mecklenburg-Vorpommern";"905";"50,4";"97,9";
